"","BGN_DATE","EVTYPE","COUNTY","COUNTYNAME","STATE","FATALITIES","INJURIES","LATITUDE","LONGITUDE"
"620308","5/13/2006 0:00:00","FLOOD",9,"ESSEX","MA",2,0,0,0
"620325","5/21/2006 0:00:00","TSTM WIND",27,"WORCESTER","MA",0,1,4219,7138
"620326","5/21/2006 0:00:00","TSTM WIND",27,"WORCESTER","MA",0,1,4219,7138
"620505","10/20/2006 0:00:00","HIGH WIND",11,"MAZ011","MA",1,0,0,0
"620507","10/20/2006 0:00:00","HIGH WIND",2,"MAZ002","MA",0,1,0,0
"620538","10/29/2006 0:00:00","HIGH WIND",3,"MAZ003","MA",1,0,0,0
"620602","3/13/2006 0:00:00","HIGH WIND",47,"MIZ047>049 - 053 - 061>063 - 068>070 - 076 - 082","MI",1,2,0,0
"620693","5/16/2006 0:00:00","TSTM WIND",135,"OSCODA","MI",0,1,4439,8408
"620745","5/29/2006 0:00:00","HEAT",47,"MIZ047>049 - 053>055 - 060>063 - 068>070 - 075>076 - 082>083","MI",0,75,0,0
"620800","6/2/2006 0:00:00","LIGHTNING",149,"ST. JOSEPH","MI",1,0,0,0
"620828","6/17/2006 0:00:00","LIGHTNING",53,"GOGEBIC","MI",1,0,0,0
"620943","6/21/2006 0:00:00","LIGHTNING",125,"OAKLAND","MI",0,1,0,0
"621018","7/3/2006 0:00:00","LIGHTNING",21,"BERRIEN","MI",0,1,0,0
"621021","7/4/2006 0:00:00","RIP CURRENT",77,"MIZ077","MI",1,4,0,0
"621049","7/14/2006 0:00:00","LIGHTNING",3,"ALGER","MI",0,3,0,0
"621168","7/17/2006 0:00:00","TSTM WIND",5,"ALLEGAN","MI",0,1,4232,8551
"621178","7/17/2006 0:00:00","LIGHTNING",163,"WAYNE","MI",1,1,0,0
"621252","7/29/2006 0:00:00","HEAT",47,"MIZ047>049 - 053>055 - 060>063 - 068>070 - 075>076 - 082>083","MI",0,25,0,0
"621296","8/1/2006 0:00:00","HEAT",47,"MIZ047>049 - 053>055 - 060>063 - 068>070 - 075>076 - 082>083","MI",0,215,0,0
"621300","8/2/2006 0:00:00","LIGHTNING",39,"CRAWFORD","MI",0,1,0,0
"621325","8/26/2006 0:00:00","LIGHTNING",87,"LAPEER","MI",0,1,0,0
"621714","6/6/2006 0:00:00","LIGHTNING",39,"DODGE","MN",0,1,0,0
"621741","6/16/2006 0:00:00","TSTM WIND",53,"HENNEPIN","MN",0,2,4456,9324
"621883","7/13/2006 0:00:00","WILDFIRE",12,"MNZ012","MN",0,2,0,0
"622232","8/24/2006 0:00:00","TORNADO",15,"BROWN","MN",0,2,4416,9426
"622235","8/24/2006 0:00:00","TORNADO",103,"NICOLLET","MN",0,7,4416,9416
"622237","8/24/2006 0:00:00","TORNADO",79,"LE SUEUR","MN",1,30,4418,9358
"622397","9/16/2006 0:00:00","TORNADO",53,"HENNEPIN","MN",1,0,4512,9338
"622558","3/9/2006 0:00:00","TSTM WIND",79,"LEAKE","MS",0,1,3244,8932
"622579","3/9/2006 0:00:00","TSTM WIND",123,"SCOTT","MS",0,1,3227,8931
"622586","3/9/2006 0:00:00","TSTM WIND",87,"LOWNDES","MS",0,3,3328,8828
"622650","3/20/2006 0:00:00","TORNADO",73,"LAMAR","MS",0,1,3114,8927
"622674","4/5/2006 0:00:00","LIGHTNING",7,"ATTALA","MS",0,1,0,0
"622813","4/29/2006 0:00:00","HIGH WIND",42,"MSZ042>050 - 054>056","MS",1,0,0,0
"622826","5/4/2006 0:00:00","TSTM WIND",149,"WARREN","MS",0,3,3221,9053
"622983","5/10/2006 0:00:00","TSTM WIND",27,"COAHOMA","MS",0,1,3414,9037
"623024","3/12/2006 0:00:00","TORNADO",39,"CEDAR","MO",1,5,3745,9406
"623117","7/13/2006 0:00:00","EXCESSIVE HEAT",16,"MSZ016","MS",1,0,0,0
"623120","7/15/2006 0:00:00","LIGHTNING",87,"LOWNDES","MS",1,0,0,0
"623193","7/22/2006 0:00:00","LIGHTNING",99,"NESHOBA","MS",0,3,0,0
"623268","8/15/2006 0:00:00","TSTM WIND",59,"JACKSON","MS",0,1,3034,8839
"623281","8/26/2006 0:00:00","LIGHTNING",113,"PIKE","MS",1,0,0,0
"623371","11/15/2006 0:00:00","TORNADO",73,"LAMAR","MS",0,6,3121,8937
"623374","11/15/2006 0:00:00","TORNADO",147,"WALTHALL","MS",0,1,3100,9001
"623376","11/15/2006 0:00:00","TORNADO",67,"JONES","MS",0,1,3137,8904
"623473","2/16/2006 0:00:00","HAIL",215,"TEXAS","MO",0,1,3716,9141
"623522","3/9/2006 0:00:00","FLASH FLOOD",35,"CARTER","MO",1,0,3652,9040
"623528","3/9/2006 0:00:00","TSTM WIND",201,"SCOTT","MO",0,1,3653,8935
"623530","3/9/2006 0:00:00","TSTM WIND",143,"NEW MADRID","MO",0,4,3639,8940
"623653","3/11/2006 0:00:00","TORNADO",186,"STE. GENEVIEVE","MO",0,2,3745,9007
"623654","3/11/2006 0:00:00","TORNADO",157,"PERRY","MO",2,10,3749,9000
"623729","3/12/2006 0:00:00","TORNADO",159,"PETTIS","MO",1,6,3837,9317
"623829","3/12/2006 0:00:00","TORNADO",83,"HENRY","MO",1,13,3828,9404
"623831","3/12/2006 0:00:00","TORNADO",195,"SALINE","MO",0,6,3857,9323
"623840","3/12/2006 0:00:00","TORNADO",101,"JOHNSON","MO",0,4,3836,9340
"623850","3/12/2006 0:00:00","TORNADO",217,"VERNON","MO",0,2,3740,9415
"623884","3/12/2006 0:00:00","TORNADO",175,"RANDOLPH","MO",4,26,3919,9229
"623888","3/12/2006 0:00:00","TORNADO",145,"NEWTON","MO",0,1,3647,9428
"623913","3/12/2006 0:00:00","TORNADO",109,"LAWRENCE","MO",1,1,3659,9348
"623916","3/12/2006 0:00:00","TORNADO",85,"HICKORY","MO",0,19,3751,9326
"623918","3/12/2006 0:00:00","TORNADO",141,"MORGAN","MO",0,5,3817,9251
"623919","3/12/2006 0:00:00","TORNADO",43,"CHRISTIAN","MO",0,3,3702,9338
"623928","3/12/2006 0:00:00","TORNADO",77,"GREENE","MO",0,4,3705,9321
"623939","3/12/2006 0:00:00","TORNADO",225,"WEBSTER","MO",0,13,3712,9300
"623989","3/13/2006 0:00:00","TORNADO",113,"LINCOLN","MO",0,6,3904,9116
"624014","3/13/2006 0:00:00","TORNADO",139,"MONTGOMERY","MO",0,1,3851,9119
"624025","3/13/2006 0:00:00","TORNADO",27,"CALLAWAY","MO",0,2,3846,9204
"624044","3/30/2006 0:00:00","TORNADO",3,"ANDREW","MO",0,8,3959,9455
"624065","3/30/2006 0:00:00","TORNADO",159,"PETTIS","MO",1,0,3838,9326
"624082","3/30/2006 0:00:00","TSTM WIND",29,"CAMDEN","MO",0,1,3814,9237
"624242","4/2/2006 0:00:00","TSTM WIND",189,"ST. LOUIS","MO",1,0,3832,9034
"624254","4/2/2006 0:00:00","TSTM WIND",189,"ST. LOUIS","MO",0,1,3836,9026
"624277","4/2/2006 0:00:00","TSTM WIND",207,"STODDARD","MO",1,1,3648,8957
"624290","4/2/2006 0:00:00","TORNADO",155,"PEMISCOT","MO",2,130,3610,8958
"624687","5/3/2006 0:00:00","FLASH FLOOD",105,"LACLEDE","MO",1,2,0,0
"624939","5/31/2006 0:00:00","LIGHTNING",223,"WAYNE","MO",0,1,0,0
"624943","6/1/2006 0:00:00","TSTM WIND",207,"STODDARD","MO",0,1,3706,8955
"625168","7/13/2006 0:00:00","EXCESSIVE HEAT",64,"MOZ064","MO",4,437,0,0
"625173","7/14/2006 0:00:00","EXCESSIVE HEAT",61,"MOZ061>063 - 065","MO",3,306,0,0
"625174","7/16/2006 0:00:00","EXCESSIVE HEAT",1,"MOZ001>008 - 011>017 - 020>025 - 028>033 - 037>040 - 043>046 - 053>054","MO",4,0,0,0
"625185","7/17/2006 0:00:00","EXCESSIVE HEAT",18,"MOZ018>019 - 026>027 - 034>036 - 041>042 - 047>052 - 059>060 - 072>075 - 084>085 - 099","MO",0,12,0,0
"625196","7/19/2006 0:00:00","HEAT",76,"MOZ076 - 086>087 - 100 - 107>112 - 114","MO",1,0,0,0
"625220","7/19/2006 0:00:00","TSTM WIND",510,"ST. LOUIS (C)","MO",0,30,3839,9015
"625224","7/19/2006 0:00:00","TSTM WIND",510,"ST. LOUIS (C)","MO",0,2,3837,9015
"625248","7/19/2006 0:00:00","TSTM WIND",71,"FRANKLIN","MO",0,1,3829,9044
"625254","7/19/2006 0:00:00","TSTM WIND",99,"JEFFERSON","MO",0,2,3826,9022
"625342","7/29/2006 0:00:00","EXCESSIVE HEAT",61,"MOZ061>063 - 065","MO",0,21,0,0
"625343","7/29/2006 0:00:00","EXCESSIVE HEAT",64,"MOZ064","MO",1,14,0,0
"625344","7/30/2006 0:00:00","EXCESSIVE HEAT",72,"MOZ072>075 - 084>085 - 099","MO",0,7,0,0
"625347","8/1/2006 0:00:00","EXCESSIVE HEAT",1,"MOZ001>008 - 011>017 - 020>025 - 028>033 - 037>040 - 043>046 - 053>054","MO",2,0,0,0
"625348","8/1/2006 0:00:00","EXCESSIVE HEAT",18,"MOZ018>019 - 026>027 - 034>036 - 041>042 - 047>052 - 059>065 - 072>075 - 084>085 - 099","MO",0,59,0,0
"625393","8/7/2006 0:00:00","EXCESSIVE HEAT",64,"MOZ064","MO",1,0,0,0
"625468","8/26/2006 0:00:00","LIGHTNING",127,"MARION","MO",0,1,0,0
"625527","9/22/2006 0:00:00","TORNADO",123,"MADISON","MO",0,1,3736,9028
"625533","9/22/2006 0:00:00","TORNADO",157,"PERRY","MO",0,5,3741,8950
"625559","9/22/2006 0:00:00","TORNADO",161,"PHELPS","MO",0,2,3800,9140
"625645","1/1/2006 0:00:00","WINTER WEATHER/MIX",16,"MTZ016>017 - 022","MT",0,1,0,0
"625653","1/11/2006 0:00:00","WINTER WEATHER/MIX",17,"MTZ017 - 020","MT",0,2,0,0
"625655","1/14/2006 0:00:00","AVALANCHE",2,"MTZ002","MT",2,0,0,0
"626050","7/20/2006 0:00:00","LIGHTNING",83,"RICHLAND","MT",0,3,0,0
"626054","7/23/2006 0:00:00","LIGHTNING",111,"YELLOWSTONE","MT",0,1,0,0
"626066","7/26/2006 0:00:00","LIGHTNING",105,"VALLEY","MT",0,1,0,0
"626100","8/10/2006 0:00:00","TSTM WIND",53,"LINCOLN","MT",0,1,4839,11553
"626272","12/13/2006 0:00:00","HIGH WIND",55,"MTZ055","MT",1,0,0,0
"626355","3/12/2006 0:00:00","TSTM WIND",59,"FILLMORE","NE",0,3,4038,9734
"626422","3/30/2006 0:00:00","TSTM WIND",167,"STANTON","NE",0,1,4204,9703
"626555","4/11/2006 0:00:00","LIGHTNING",67,"GAGE","NE",1,3,0,0
"626603","4/19/2006 0:00:00","HIGH WIND",4,"NEZ004>005 - 008 - 022>026 - 035>038 - 056>059 - 069>071 - 094","NE",0,2,0,0
"626717","5/26/2006 0:00:00","HIGH WIND",50,"NEZ050 - 065","NE",0,5,0,0
"626781","7/18/2006 0:00:00","LIGHTNING",1,"BERNALILLO","NM",0,1,0,0
"627085","7/13/2006 0:00:00","TSTM WIND",155,"SAUNDERS","NE",0,1,4103,9639
"627449","1/1/2006 0:00:00","WINTER STORM",14,"NVZ014","NV",1,6,0,0
"627523","5/27/2006 0:00:00","STRONG WIND",21,"NVZ021","NV",1,0,0,0
"627532","7/6/2006 0:00:00","FLASH FLOOD",3,"CLARK","NV",0,2,0,0
"627534","7/8/2006 0:00:00","LIGHTNING",23,"NYE","NV",1,1,0,0
"627601","12/21/2006 0:00:00","ICE STORM",4,"NVZ004","NV",1,0,0,0
"627604","12/26/2006 0:00:00","HIGH WIND",1,"NVZ001","NV",0,2,0,0
"627627","12/27/2006 0:00:00","HEAVY SNOW",2,"NVZ002","NV",0,2,0,0
"627659","5/21/2006 0:00:00","TORNADO",15,"ROCKINGHAM","NH",0,2,4255,7051
"627669","6/1/2006 0:00:00","LIGHTNING",15,"ROCKINGHAM","NH",0,1,0,0
"627725","7/11/2006 0:00:00","LIGHTNING",15,"ROCKINGHAM","NH",0,2,0,0
"627735","7/11/2006 0:00:00","LIGHTNING",15,"ROCKINGHAM","NH",0,1,0,0
"627809","9/24/2006 0:00:00","TSTM WIND",17,"STRAFFORD","NH",1,0,4325,7100
"627811","10/20/2006 0:00:00","LIGHTNING",1,"BELKNAP","NH",0,3,4331,7128
"627930","6/18/2006 0:00:00","RIP CURRENT",24,"NJZ024","NJ",1,0,0,0
"627933","6/23/2006 0:00:00","LIGHTNING",19,"HUNTERDON","NJ",1,0,0,0
"627940","6/24/2006 0:00:00","FLASH FLOOD",31,"PASSAIC","NJ",1,0,0,0
"627946","6/28/2006 0:00:00","FLOOD",19,"HUNTERDON","NJ",1,0,0,0
"627975","7/4/2006 0:00:00","TSTM WIND",15,"GLOUCESTER","NJ",0,9,3950,7515
"628031","7/21/2006 0:00:00","LIGHTNING",41,"WARREN","NJ",0,3,0,0
"628050","7/22/2006 0:00:00","LIGHTNING",5,"BURLINGTON","NJ",0,1,0,0
"628055","7/22/2006 0:00:00","LIGHTNING",3,"BERGEN","NJ",2,2,0,0
"628071","8/1/2006 0:00:00","EXCESSIVE HEAT",7,"NJZ007>010 - 012>027","NJ",0,41,0,0
"628072","8/1/2006 0:00:00","EXCESSIVE HEAT",2,"NJZ002>006 - 011","NJ",2,0,0,0
"628076","8/7/2006 0:00:00","RIP CURRENT",25,"NJZ025","NJ",1,0,0,0
"628110","9/1/2006 0:00:00","STRONG WIND",13,"NJZ013>014 - 016 - 020>027","NJ",0,2,0,0
"628140","9/19/2006 0:00:00","RIP CURRENT",26,"NJZ026","NJ",1,0,0,0
"628233","1/1/2006 0:00:00","WILDFIRE",33,"NMZ033","NM",0,3,0,0
"628239","3/12/2006 0:00:00","WILDFIRE",33,"NMZ033","NM",0,1,0,0
"628389","8/15/2006 0:00:00","FLASH FLOOD",39,"RIO ARRIBA","NM",1,0,0,0
"628403","8/17/2006 0:00:00","LIGHTNING",7,"COLFAX","NM",0,1,0,0
"628404","8/17/2006 0:00:00","LIGHTNING",49,"SANTA FE","NM",0,2,0,0
"628406","8/18/2006 0:00:00","HEAVY RAIN",1,"BERNALILLO","NM",0,1,0,0
"628415","8/24/2006 0:00:00","FLASH FLOOD",31,"MCKINLEY","NM",2,0,0,0
"628526","1/15/2006 0:00:00","HIGH WIND",71,"NYZ071 - 076","NY",0,1,0,0
"628613","2/17/2006 0:00:00","HIGH WIND",1,"NYZ001>008 - 010>014 - 019>021 - 085","NY",1,0,0,0
"628660","2/17/2006 0:00:00","HIGH WIND",41,"NYZ041","NY",0,1,0,0
"628817","6/19/2006 0:00:00","TSTM WIND",113,"WARREN","NY",0,3,4332,7341
"628851","6/26/2006 0:00:00","FLASH FLOOD",113,"WARREN","NY",0,1,0,0
"628863","6/27/2006 0:00:00","FLASH FLOOD",105,"SULLIVAN","NY",1,0,0,0
"628868","6/27/2006 0:00:00","FLASH FLOOD",17,"CHENANGO","NY",1,0,0,0
"628874","6/27/2006 0:00:00","FLASH FLOOD",25,"DELAWARE","NY",2,0,0,0
"629009","6/29/2006 0:00:00","LIGHTNING",5,"BRONX","NY",0,1,0,0
"629022","6/30/2006 0:00:00","TORNADO",29,"ERIE","NY",0,2,4255,7846
"629039","7/2/2006 0:00:00","LIGHTNING",11,"CAYUGA","NY",0,3,0,0
"629052","7/4/2006 0:00:00","LIGHTNING",59,"NASSAU","NY",0,5,0,0
"629055","7/4/2006 0:00:00","LIGHTNING",103,"SUFFOLK","NY",0,1,0,0
"629057","7/5/2006 0:00:00","LIGHTNING",103,"SUFFOLK","NY",0,1,0,0
"629085","7/12/2006 0:00:00","TORNADO",119,"WESTCHESTER","NY",0,6,4104,7352
"629129","7/21/2006 0:00:00","LIGHTNING",61,"NEW YORK","NY",0,1,0,0
"629137","7/21/2006 0:00:00","LIGHTNING",81,"QUEENS","NY",0,1,0,0
"629168","7/28/2006 0:00:00","LIGHTNING",71,"ORANGE","NY",1,1,0,0
"629242","8/1/2006 0:00:00","EXCESSIVE HEAT",67,"NYZ067>081","NY",42,0,0,0
"629443","11/16/2006 0:00:00","FLASH FLOOD",7,"BROOME","NY",0,3,4210,7549
"629490","12/1/2006 0:00:00","HIGH WIND",63,"NYZ063","NY",1,0,0,0
"630179","6/11/2006 0:00:00","LIGHTNING",135,"ORANGE","NC",1,0,0,0
"630403","6/2/2006 0:00:00","LIGHTNING",157,"ROCKINGHAM","NC",0,5,0,0
"630415","6/5/2006 0:00:00","LIGHTNING",85,"HARNETT","NC",0,1,0,0
"630458","6/8/2006 0:00:00","LIGHTNING",49,"CRAVEN","NC",1,0,0,0
"630535","7/14/2006 0:00:00","LIGHTNING",21,"BUNCOMBE","NC",0,4,0,0
"630570","8/8/2006 0:00:00","LIGHTNING",125,"MOORE","NC",1,0,0,0
"630616","6/14/2006 0:00:00","FLASH FLOOD",69,"FRANKLIN","NC",1,0,0,0
"630666","6/23/2006 0:00:00","LIGHTNING",119,"MECKLENBURG","NC",0,1,0,0
"630707","6/23/2006 0:00:00","LIGHTNING",167,"STANLY","NC",0,3,0,0
"630885","7/19/2006 0:00:00","LIGHTNING",101,"JOHNSTON","NC",0,2,0,0
"630925","7/21/2006 0:00:00","LIGHTNING",149,"POLK","NC",0,6,0,0
"630952","7/24/2006 0:00:00","RIP CURRENT",95,"NCZ095","NC",1,0,0,0
"630976","7/27/2006 0:00:00","LIGHTNING",51,"CUMBERLAND","NC",0,1,0,0
"631025","7/28/2006 0:00:00","TSTM WIND",147,"PITT","NC",0,2,3530,7715
"631117","8/31/2006 0:00:00","TROPICAL STORM",29,"NCZ029 - 044>047 - 079>081 - 090>095 - 098 - 103>104","NC",0,1,0,0
"631148","9/22/2006 0:00:00","RIP CURRENT",103,"NCZ103","NC",1,0,0,0
"631216","11/15/2006 0:00:00","TORNADO",97,"IREDELL","NC",1,1,3545,8049
"631232","11/16/2006 0:00:00","TORNADO",47,"COLUMBUS","NC",8,20,3420,7814
"631291","11/22/2006 0:00:00","HEAVY RAIN",167,"STANLY","NC",0,1,3516,8022
"631334","4/1/2006 0:00:00","FLOOD",17,"CASS","ND",1,0,0,0
"631336","4/1/2006 0:00:00","FLOOD",35,"GRAND FORKS","ND",1,0,0,0
"631383","5/7/2006 0:00:00","DUST DEVIL",105,"WILLIAMS","ND",0,1,0,0
"631386","5/9/2006 0:00:00","LIGHTNING",99,"WALSH","ND",0,1,0,0
"631549","6/30/2006 0:00:00","TSTM WIND",85,"SIOUX","ND",0,1,4627,10028
"631604","7/12/2006 0:00:00","TSTM WIND",55,"MCLEAN","ND",0,2,4733,10113
"631827","8/22/2006 0:00:00","HAIL",45,"LA MOURE","ND",0,1,4622,9842
"631949","3/13/2006 0:00:00","STRONG WIND",24,"OHZ024","OH",1,0,0,0
"632284","5/25/2006 0:00:00","TSTM WIND",165,"WARREN","OH",0,1,3917,8407
"632493","6/22/2006 0:00:00","LIGHTNING",73,"HOCKING","OH",0,10,0,0
"632529","6/22/2006 0:00:00","TSTM WIND",3,"ALLEN","OH",0,2,4045,8406
"632591","6/22/2006 0:00:00","FLOOD",93,"LORAIN","OH",1,0,0,0
"632609","6/22/2006 0:00:00","TSTM WIND",151,"STARK","OH",1,1,4049,8122
"632652","6/28/2006 0:00:00","LIGHTNING",165,"WARREN","OH",0,1,0,0
"632655","6/28/2006 0:00:00","TSTM WIND",93,"LORAIN","OH",0,1,4131,8201
"632779","7/12/2006 0:00:00","FLASH FLOOD",139,"RICHLAND","OH",1,1,0,0
"632790","7/13/2006 0:00:00","FLOOD",175,"WYANDOT","OH",1,0,0,0
"632860","7/28/2006 0:00:00","FLASH FLOOD",85,"LAKE","OH",1,0,0,0
"632862","7/28/2006 0:00:00","LIGHTNING",17,"BUTLER","OH",0,1,0,0
"632887","8/3/2006 0:00:00","TSTM WIND",21,"CHAMPAIGN","OH",0,1,4008,8346
"632899","8/3/2006 0:00:00","TORNADO",83,"KNOX","OH",0,1,4024,8229
"632946","9/30/2006 0:00:00","LIGHTNING",19,"CARROLL","OH",0,6,0,0
"632973","10/4/2006 0:00:00","HAIL",89,"LICKING","OH",0,1,4000,8236
"633014","12/1/2006 0:00:00","HIGH WIND",34,"OHZ034 - 060","OH",0,1,0,0
"633015","12/1/2006 0:00:00","HIGH WIND",65,"OHZ065","OH",0,1,0,0
"633090","2/4/2006 0:00:00","WILDFIRE",66,"OKZ066","OK",1,0,0,0
"633097","3/1/2006 0:00:00","WILDFIRE",26,"OKZ026 - 039","OK",1,7,0,0
"633127","3/9/2006 0:00:00","TSTM WIND",135,"SEQUOYAH","OK",0,10,3524,9442
"633241","3/12/2006 0:00:00","TORNADO",41,"DELAWARE","OK",0,8,3610,9455
"633405","4/1/2006 0:00:00","TORNADO",143,"TULSA","OK",0,7,3611,9554
"633934","6/6/2006 0:00:00","TSTM WIND",143,"TULSA","OK",0,4,3609,9554
"634013","6/19/2006 0:00:00","HEAT",25,"OKZ025","OK",1,0,0,0
"634014","6/20/2006 0:00:00","HEAT",24,"OKZ024","OK",1,0,0,0
"634055","7/10/2006 0:00:00","TSTM WIND",109,"OKLAHOMA","OK",0,1,3529,9732
"634112","7/16/2006 0:00:00","HEAT",4,"OKZ004>048 - 050>052","OK",10,100,0,0
"634113","7/17/2006 0:00:00","EXCESSIVE HEAT",49,"OKZ049 - 053>076","OK",3,0,0,0
"634118","7/27/2006 0:00:00","LIGHTNING",109,"OKLAHOMA","OK",0,7,0,0
"634122","8/1/2006 0:00:00","DROUGHT",4,"OKZ004>048 - 050>052","OK",0,4,0,0
"634125","8/1/2006 0:00:00","HEAT",4,"OKZ004>048 - 050>052","OK",8,0,0,0
"634146","8/9/2006 0:00:00","EXCESSIVE HEAT",49,"OKZ049 - 053>076","OK",1,0,0,0
"634231","8/21/2006 0:00:00","TSTM WIND",21,"CHEROKEE","OK",0,1,3555,9458
"634453","1/1/2006 0:00:00","HIGH WIND",1,"ORZ001>003","OR",1,1,0,0
"634638","5/9/2006 0:00:00","HIGH SURF",21,"ORZ021","OR",3,0,0,0
"634643","5/19/2006 0:00:00","HAIL",55,"SHERMAN","OR",0,1,4522,12047
"634701","6/12/2006 0:00:00","HAIL",69,"WHEELER","OR",0,1,4442,12021
"634709","6/19/2006 0:00:00","WILDFIRE",44,"ORZ044","OR",0,3,0,0
"634878","12/13/2006 0:00:00","HIGH SURF",22,"ORZ022","OR",4,0,0,0
"634966","1/18/2006 0:00:00","HIGH WIND",68,"PAZ068>069 - 071","PA",0,1,0,0
"634988","2/6/2006 0:00:00","COLD/WIND CHILL",68,"PAZ068","PA",1,0,0,0
"634991","2/12/2006 0:00:00","WINTER STORM",55,"PAZ055 - 060>062 - 067>071","PA",2,0,0,0
"635106","5/31/2006 0:00:00","LIGHTNING",111,"SOMERSET","PA",0,1,0,0
"635136","6/2/2006 0:00:00","LIGHTNING",45,"DELAWARE","PA",1,0,0,0
"635231","6/22/2006 0:00:00","EXCESSIVE HEAT",71,"PAZ071","PA",1,0,0,0
"635269","6/27/2006 0:00:00","FLASH FLOOD",1,"ADAMS","PA",1,0,0,0
"635283","6/27/2006 0:00:00","FLASH FLOOD",115,"SUSQUEHANNA","PA",1,0,0,0
"635287","6/27/2006 0:00:00","FLASH FLOOD",127,"WAYNE","PA",1,0,0,0
"635298","6/27/2006 0:00:00","FLASH FLOOD",79,"LUZERNE","PA",3,0,0,0
"635304","6/27/2006 0:00:00","FLOOD",89,"MONROE","PA",2,0,0,0
"635486","7/16/2006 0:00:00","EXCESSIVE HEAT",67,"PAZ067>071","PA",3,0,0,0
"635525","7/18/2006 0:00:00","TSTM WIND",29,"CHESTER","PA",2,1,4006,7546
"635527","7/18/2006 0:00:00","TSTM WIND",91,"MONTGOMERY","PA",0,1,4009,7528
"635541","7/20/2006 0:00:00","TSTM WIND",85,"MERCER","PA",0,1,4129,8027
"635548","7/21/2006 0:00:00","LIGHTNING",11,"BERKS","PA",0,1,0,0
"635578","7/28/2006 0:00:00","EXCESSIVE HEAT",71,"PAZ071","PA",1,0,0,0
"635601","8/1/2006 0:00:00","EXCESSIVE HEAT",60,"PAZ060>062 - 067>071","PA",24,40,0,0
"635684","9/2/2006 0:00:00","STRONG WIND",59,"PAZ059","PA",1,0,0,0
"635685","9/2/2006 0:00:00","FLOOD",91,"MONTGOMERY","PA",1,0,0,0
"635868","12/1/2006 0:00:00","TORNADO",43,"DAUPHIN","PA",1,0,4027,7655
"635878","12/1/2006 0:00:00","TORNADO",79,"LUZERNE","PA",0,5,4104,7604
"635892","12/1/2006 0:00:00","THUNDERSTORM WIND",77,"LEHIGH","PA",0,1,4040,7549
"635914","1/21/2006 0:00:00","HIGH WIND",1,"RIZ001","RI",0,2,0,0
"635951","12/1/2006 0:00:00","HIGH WIND",1,"RIZ001","RI",0,1,0,0
"635957","1/2/2006 0:00:00","TSTM WIND",53,"JASPER","SC",0,2,3226,8101
"635967","1/13/2006 0:00:00","TORNADO",27,"CLARENDON","SC",0,18,3343,8017
"636050","4/8/2006 0:00:00","TORNADO",19,"CHARLESTON","SC",0,1,3240,8024
"636071","4/8/2006 0:00:00","TSTM WIND",13,"BEAUFORT","SC",0,2,3213,8045
"636081","4/15/2006 0:00:00","RIP CURRENT",34,"SCZ034","SC",1,0,0,0
"636291","5/14/2006 0:00:00","TORNADO",31,"DARLINGTON","SC",0,1,3414,7957
"636573","5/27/2006 0:00:00","LIGHTNING",15,"BERKELEY","SC",0,1,0,0
"636594","6/4/2006 0:00:00","HAIL",85,"SUMTER","SC",0,9,3352,8021
"636635","6/12/2006 0:00:00","LIGHTNING",41,"FLORENCE","SC",0,1,0,0
"636642","6/13/2006 0:00:00","TORNADO",15,"BERKELEY","SC",0,1,3319,8010
"636831","7/28/2006 0:00:00","TSTM WIND",35,"DORCHESTER","SC",0,1,3313,8027
"636851","7/28/2006 0:00:00","TSTM WIND",59,"LAURENS","SC",0,1,3429,8149
"636934","8/10/2006 0:00:00","TSTM WIND",41,"FLORENCE","SC",0,2,3349,7927
"636936","8/10/2006 0:00:00","TSTM WIND",41,"FLORENCE","SC",0,1,3358,7945
"636944","8/20/2006 0:00:00","TSTM WIND",45,"GREENVILLE","SC",1,0,3451,8222
"636946","8/22/2006 0:00:00","LIGHTNING",83,"SPARTANBURG","SC",1,0,0,0
"636957","8/24/2006 0:00:00","FLASH FLOOD",19,"CHARLESTON","SC",0,3,0,0
"636959","8/29/2006 0:00:00","LIGHTNING",91,"YORK","SC",1,0,0,0
"636994","4/2/2006 0:00:00","TORNADO",53,"GIBSON","TN",6,42,3604,8902
"637004","4/2/2006 0:00:00","TORNADO",183,"WEAKLEY","TN",0,2,3606,8844
"637044","4/7/2006 0:00:00","TORNADO",17,"CARROLL","TN",0,5,3550,8822
"637069","11/12/2006 0:00:00","STRONG WIND",45,"SCZ045","SC",2,0,0,0
"637164","4/17/2006 0:00:00","TSTM WIND",113,"SHANNON","SD",1,5,4311,10251
"637559","7/15/2006 0:00:00","EXCESSIVE HEAT",1,"SDZ001>002 - 012>014 - 025>027 - 030>032 - 041>044 - 046>047 - 049 - 072>074","SD",1,0,0,0
"637831","8/18/2006 0:00:00","TSTM WIND",83,"LINCOLN","SD",0,1,4328,9652
"637897","8/24/2006 0:00:00","TORNADO",89,"MCPHERSON","SD",0,1,4540,9941
"637912","8/24/2006 0:00:00","TORNADO",5,"BEADLE","SD",0,2,4425,9841
"638047","1/13/2006 0:00:00","LIGHTNING",75,"HAYWOOD","TN",0,1,0,0
"638162","4/2/2006 0:00:00","TSTM WIND",133,"OVERTON","TN",0,1,3623,8519
"638176","4/2/2006 0:00:00","TORNADO",45,"DYER","TN",16,70,3607,8931
